,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1286,1287,30,Keluar,Travel_Frequently,334,Sales,26,4,Marketing,1,3,Female,52,2,2,Sales Executive,1,Single,6696,22967,5,Y,Tidak Lembur,15,3,3,80,0,9,5,2,6,3,0,1
1287,1288,42,Bertahan,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Y,Lembur,13,3,4,80,1,8,4,3,4,3,0,2
1288,1289,41,Bertahan,Non-Travel,509,Research & Development,2,4,Other,1,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Y,Lembur,17,3,1,80,0,10,3,3,8,7,0,7
1290,1291,42,Bertahan,Non-Travel,495,Research & Development,2,1,Life Sciences,1,3,Male,37,3,4,Manager,3,Married,17861,26582,0,Y,Lembur,13,3,4,80,0,21,3,2,20,8,2,10
1291,1292,25,Bertahan,Travel_Rarely,622,Sales,13,1,Medical,1,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,Tidak Lembur,11,3,3,80,0,7,1,3,7,4,0,6
1296,1297,31,Keluar,Travel_Rarely,1365,Sales,13,4,Medical,1,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,Y,Tidak Lembur,17,3,3,80,0,9,2,1,3,1,1,2
1298,1299,41,Bertahan,Travel_Rarely,483,Research & Development,6,3,Medical,1,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Lembur,15,3,4,80,0,8,3,3,5,4,1,2
1299,1300,36,Bertahan,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,3,Female,53,3,2,Manufacturing Director,2,Single,5410,2323,9,Y,Lembur,11,3,4,80,0,18,2,3,16,14,5,12
1300,1301,38,Bertahan,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,Tidak Lembur,15,3,3,80,1,13,3,2,4,3,1,2
1301,1302,35,Bertahan,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,Y,Tidak Lembur,13,3,3,80,0,7,0,3,2,2,2,2
1302,1303,45,Bertahan,Non-Travel,1050,Sales,9,4,Life Sciences,1,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,Tidak Lembur,13,3,4,80,1,15,2,3,15,10,4,12
1303,1304,47,Bertahan,Travel_Frequently,217,Sales,3,3,Medical,1,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Y,Lembur,12,3,4,80,2,28,2,2,22,2,11,13
1304,1305,56,Bertahan,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,Tidak Lembur,13,3,4,80,1,28,2,3,5,2,4,2
1306,1307,59,Bertahan,Non-Travel,1420,Human Resources,2,4,Human Resources,1,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,Tidak Lembur,21,4,4,80,1,30,3,3,3,2,2,2
1307,1308,28,Keluar,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Y,Lembur,13,3,4,80,0,10,4,3,7,7,3,7
1308,1309,50,Keluar,Travel_Frequently,959,Sales,1,4,Other,1,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Lembur,14,3,4,80,0,5,4,3,0,0,0,0
1309,1310,30,Bertahan,Travel_Rarely,946,Research & Development,2,3,Medical,1,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,Lembur,24,4,2,80,0,12,4,2,0,0,0,0
1310,1311,30,Bertahan,Travel_Rarely,125,Research & Development,9,2,Medical,1,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,Tidak Lembur,13,3,1,80,0,10,5,3,10,0,1,8
1312,1313,21,Bertahan,Non-Travel,895,Sales,9,2,Medical,1,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,Tidak Lembur,24,4,3,80,0,3,3,2,3,2,2,2
1313,1314,35,Keluar,Travel_Rarely,622,Research & Development,14,4,Other,1,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Lembur,24,4,4,80,1,5,2,1,4,2,0,2
1314,1315,40,Bertahan,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Lembur,13,3,3,80,1,10,3,3,7,7,1,7
1316,1317,56,Bertahan,Travel_Rarely,832,Research & Development,9,3,Medical,1,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,Y,Tidak Lembur,11,3,3,80,0,30,1,2,10,7,1,1
1318,1319,46,Bertahan,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,Tidak Lembur,11,3,1,80,1,25,2,3,4,2,0,3
1319,1320,40,Bertahan,Travel_Rarely,905,Research & Development,19,2,Medical,1,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,Lembur,15,3,3,80,1,15,2,4,7,2,3,7
1320,1321,46,Bertahan,Travel_Rarely,945,Human Resources,5,2,Medical,1,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Lembur,22,4,4,80,1,16,2,3,4,2,0,2
1321,1322,35,Bertahan,Travel_Rarely,776,Sales,1,4,Marketing,1,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,Tidak Lembur,14,3,2,80,0,16,2,3,15,13,2,8
1322,1323,40,Bertahan,Travel_Frequently,593,Research & Development,9,4,Medical,1,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,Tidak Lembur,17,3,3,80,0,20,3,2,18,7,2,13
1323,1324,36,Bertahan,Non-Travel,427,Research & Development,8,3,Life Sciences,1,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,Y,Tidak Lembur,14,3,1,80,1,10,2,3,8,7,0,5
1324,1325,43,Bertahan,Travel_Rarely,930,Research & Development,6,3,Medical,1,1,Female,73,2,2,Research Scientist,3,Single,4081,20003,1,Y,Lembur,14,3,1,80,0,20,3,1,20,7,1,8
1325,1326,31,Bertahan,Travel_Frequently,444,Sales,5,3,Marketing,1,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,Tidak Lembur,11,3,3,80,1,2,5,2,2,2,2,2
1326,1327,36,Bertahan,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,Y,Tidak Lembur,13,3,2,80,1,8,2,3,5,2,0,4
1327,1328,36,Bertahan,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Lembur,21,4,3,80,1,17,2,3,7,7,7,7
1328,1329,45,Bertahan,Travel_Rarely,954,Sales,2,2,Technical Degree,1,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,Y,Tidak Lembur,13,3,1,80,0,9,3,3,8,7,3,1
1329,1330,27,Bertahan,Non-Travel,1450,Research & Development,3,3,Medical,1,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,Lembur,15,3,4,80,1,1,2,2,1,1,0,1
1330,1331,51,Bertahan,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,Tidak Lembur,13,3,3,80,0,23,5,3,20,18,15,15
1331,1332,53,Bertahan,Travel_Frequently,124,Sales,2,3,Marketing,1,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,Tidak Lembur,12,3,1,80,1,30,2,3,15,7,6,12
1332,1333,31,Keluar,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,Y,Tidak Lembur,12,3,1,80,0,12,2,3,1,0,0,0
1333,1334,35,Bertahan,Travel_Rarely,1343,Research & Development,27,1,Medical,1,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,Y,Tidak Lembur,11,3,4,80,0,6,3,2,6,5,1,1
1334,1335,27,Bertahan,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,2,Male,91,3,1,Laboratory Technician,1,Married,2099,7679,0,Y,Tidak Lembur,14,3,2,80,0,6,3,4,5,0,1,4
1335,1336,27,Bertahan,Travel_Rarely,1469,Research & Development,1,2,Medical,1,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,Tidak Lembur,11,3,2,80,1,5,2,3,5,2,0,4
1336,1337,34,Bertahan,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,4,Male,84,2,2,Manufacturing Director,1,Married,5957,23687,6,Y,Tidak Lembur,13,3,2,80,1,13,3,3,11,9,5,9
1338,1339,24,Bertahan,Travel_Rarely,1353,Sales,3,2,Other,1,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,Tidak Lembur,21,4,1,80,1,4,2,2,3,2,0,2
1341,1342,38,Bertahan,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,Tidak Lembur,11,3,4,80,3,4,2,3,4,2,0,3
1343,1344,41,Bertahan,Non-Travel,256,Sales,10,2,Medical,1,3,Male,40,1,2,Sales Executive,2,Single,6151,22074,1,Y,Tidak Lembur,13,3,1,80,0,19,4,3,19,2,11,9
1344,1345,46,Bertahan,Travel_Rarely,488,Sales,2,3,Technical Degree,1,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Y,Lembur,12,3,2,80,1,28,2,2,7,7,7,7
1346,1347,30,Bertahan,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,Tidak Lembur,11,3,2,80,0,6,6,3,5,4,4,4
1347,1348,46,Bertahan,Travel_Rarely,430,Research & Development,1,4,Medical,1,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,Tidak Lembur,17,3,4,80,2,23,0,3,2,2,2,2
1349,1350,27,Bertahan,Travel_Rarely,975,Research & Development,7,3,Medical,1,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,Y,Tidak Lembur,19,3,1,80,0,9,2,1,7,6,0,7
1350,1351,32,Bertahan,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Lembur,14,3,4,80,0,10,2,3,8,7,0,7
1352,1353,41,Bertahan,Travel_Rarely,896,Sales,6,3,Life Sciences,1,4,Female,75,3,3,Manager,4,Single,13591,14674,3,Y,Lembur,18,3,3,80,0,16,3,3,1,0,0,0
1353,1354,21,Keluar,Travel_Frequently,756,Sales,1,1,Technical Degree,1,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Lembur,11,3,3,80,0,3,3,3,3,2,1,2
1354,1355,34,Bertahan,Travel_Frequently,560,Research & Development,1,4,Other,1,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,Y,Tidak Lembur,14,3,3,80,2,10,2,3,4,3,1,3
1355,1356,36,Bertahan,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,Y,Tidak Lembur,18,3,4,80,2,4,2,3,1,0,0,0
1356,1357,34,Bertahan,Travel_Frequently,303,Sales,2,4,Marketing,1,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,Tidak Lembur,18,3,4,80,1,6,3,3,4,3,1,2
1358,1359,26,Keluar,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,Y,Tidak Lembur,12,3,3,80,0,1,2,2,1,0,0,1
1360,1361,48,Bertahan,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,Tidak Lembur,11,3,3,80,0,7,4,2,1,0,0,0
1361,1362,53,Bertahan,Travel_Rarely,1084,Research & Development,13,2,Medical,1,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,Tidak Lembur,11,3,3,80,2,5,3,3,4,2,1,3
1362,1363,39,Bertahan,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Lembur,12,3,4,80,2,8,2,4,5,4,1,4
1367,1368,31,Bertahan,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,Y,Tidak Lembur,18,3,1,80,1,13,5,3,13,7,9,9
1368,1369,27,Bertahan,Travel_Frequently,793,Sales,2,1,Life Sciences,1,4,Male,43,1,2,Sales Executive,4,Single,5071,20392,3,Y,Tidak Lembur,20,4,2,80,0,8,3,3,6,2,0,0
1369,1370,45,Bertahan,Travel_Rarely,930,Sales,9,3,Marketing,1,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Lembur,12,3,3,80,1,18,2,3,5,4,0,2
1370,1371,32,Bertahan,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,1,2,Male,100,4,1,Laboratory Technician,2,Married,2794,26062,1,Y,Tidak Lembur,20,4,3,80,0,5,3,1,5,1,0,3
1371,1372,56,Bertahan,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,Tidak Lembur,11,3,1,80,0,37,3,2,6,4,0,2
1372,1373,51,Bertahan,Travel_Rarely,1169,Research & Development,7,4,Medical,1,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,Tidak Lembur,17,3,3,80,0,10,2,3,1,0,0,0
1373,1374,50,Bertahan,Travel_Rarely,691,Research & Development,2,3,Medical,1,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,Y,Tidak Lembur,16,3,4,80,0,30,3,3,4,3,0,3
1374,1375,28,Bertahan,Travel_Rarely,950,Research & Development,3,3,Medical,1,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,Tidak Lembur,17,3,2,80,3,10,3,2,9,7,1,7
1375,1376,33,Keluar,Travel_Frequently,827,Research & Development,29,4,Medical,1,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,Tidak Lembur,22,4,2,80,0,14,4,3,13,7,3,8
1376,1377,29,Keluar,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Y,Lembur,20,4,3,80,0,3,5,3,0,0,0,0
1377,1378,41,Bertahan,Travel_Rarely,549,Research & Development,7,2,Medical,1,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,Tidak Lembur,14,3,2,80,0,8,6,3,2,2,2,1
1378,1379,52,Keluar,Travel_Rarely,723,Research & Development,8,4,Medical,1,3,Male,85,2,2,Research Scientist,2,Married,4941,17747,2,Y,Tidak Lembur,15,3,1,80,0,11,3,2,8,2,7,7
1379,1380,22,Keluar,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Lembur,11,3,2,80,1,1,5,3,0,0,0,0
1381,1382,28,Bertahan,Travel_Rarely,1179,Research & Development,19,4,Medical,1,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,Tidak Lembur,12,3,3,80,3,6,2,3,6,5,3,3
1383,1384,27,Bertahan,Travel_Rarely,1115,Research & Development,3,4,Medical,1,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,Y,Tidak Lembur,13,3,4,80,0,5,0,3,4,2,1,1
1384,1385,47,Bertahan,Travel_Frequently,1309,Sales,4,1,Medical,1,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,Tidak Lembur,19,3,1,80,0,5,3,3,0,0,0,0
1386,1387,44,Bertahan,Non-Travel,489,Research & Development,23,3,Medical,1,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,Tidak Lembur,12,3,3,80,1,17,3,4,3,2,1,2
1388,1389,33,Bertahan,Travel_Rarely,931,Research & Development,14,3,Medical,1,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,Tidak Lembur,13,3,4,80,1,8,5,3,8,7,1,6
1390,1391,35,Bertahan,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,Tidak Lembur,18,3,2,80,1,15,2,4,7,7,6,4
1393,1394,45,Bertahan,Travel_Rarely,193,Research & Development,6,4,Other,1,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Lembur,14,3,2,80,0,17,3,4,0,0,0,0
1394,1395,35,Bertahan,Travel_Rarely,583,Research & Development,25,4,Medical,1,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Lembur,11,3,3,80,1,16,3,2,16,10,10,1
1395,1396,34,Bertahan,Travel_Rarely,1354,Research & Development,5,3,Medical,1,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,Tidak Lembur,12,3,4,80,0,14,6,3,11,10,5,8
1397,1398,24,Bertahan,Travel_Rarely,1476,Sales,4,1,Medical,1,4,Female,42,3,2,Sales Executive,3,Married,4162,15211,1,Y,Lembur,12,3,3,80,2,5,3,3,5,4,0,3
1399,1400,26,Keluar,Travel_Rarely,950,Sales,4,4,Marketing,1,4,Male,48,2,2,Sales Executive,4,Single,5828,8450,1,Y,Lembur,12,3,2,80,0,8,0,3,8,7,7,4
1400,1401,32,Bertahan,Travel_Rarely,499,Sales,2,1,Marketing,1,3,Male,36,3,2,Sales Executive,2,Married,4078,20497,0,Y,Lembur,13,3,1,80,3,4,3,2,3,2,1,2
1401,1402,43,Bertahan,Travel_Rarely,1273,Research & Development,2,2,Medical,1,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,Y,Tidak Lembur,12,3,4,80,2,6,3,2,5,3,1,4
1402,1403,34,Bertahan,Travel_Rarely,1346,Research & Development,19,2,Medical,1,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661,8758,0,Y,Tidak Lembur,11,3,3,80,1,3,2,3,2,2,1,2
1403,1404,37,Bertahan,Travel_Rarely,124,Research & Development,3,3,Other,1,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,Tidak Lembur,15,3,1,80,0,8,3,2,4,3,0,1
1404,1405,32,Bertahan,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,Y,Tidak Lembur,12,3,3,80,1,14,3,3,14,13,6,8
1405,1406,31,Bertahan,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,1,Male,62,2,2,Human Resources,1,Married,6410,17822,3,Y,Tidak Lembur,12,3,4,80,0,9,1,3,2,2,1,0
1409,1410,25,Bertahan,Non-Travel,675,Research & Development,5,2,Life Sciences,1,2,Male,85,4,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,Tidak Lembur,12,3,4,80,2,6,2,3,6,3,1,5
1410,1411,30,Bertahan,Travel_Rarely,1334,Sales,4,2,Medical,1,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Lembur,12,3,2,80,3,11,4,2,11,8,2,7
1413,1414,28,Keluar,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,Tidak Lembur,15,3,1,80,2,1,2,3,1,0,0,0
1415,1416,35,Bertahan,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,3,Y,Tidak Lembur,16,3,1,80,0,16,2,3,13,10,4,8
1417,1418,33,Bertahan,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,Tidak Lembur,15,3,3,80,1,9,2,3,3,2,1,2
1418,1419,30,Bertahan,Travel_Rarely,570,Sales,5,3,Marketing,1,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,Tidak Lembur,13,3,3,80,3,10,2,3,10,9,1,2
1419,1420,24,Bertahan,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,Y,Tidak Lembur,11,3,3,80,3,1,4,3,1,0,0,0
1420,1421,45,Bertahan,Non-Travel,805,Research & Development,4,2,Life Sciences,1,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,Y,Tidak Lembur,12,3,2,80,0,9,5,2,9,7,0,8
1421,1422,25,Bertahan,Travel_Rarely,959,Sales,28,3,Life Sciences,1,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,Tidak Lembur,18,3,4,80,0,6,3,3,2,2,2,2
1422,1423,35,Bertahan,Travel_Rarely,1214,Research & Development,1,3,Medical,1,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,Tidak Lembur,18,3,1,80,0,6,3,3,6,4,0,4
1423,1424,48,Bertahan,Travel_Rarely,1469,Research & Development,20,4,Medical,1,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,Y,Tidak Lembur,17,3,1,80,2,13,2,2,0,0,0,0
1425,1426,53,Bertahan,Travel_Rarely,1282,Research & Development,5,3,Other,1,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,Y,Tidak Lembur,11,3,4,80,1,26,3,2,14,13,4,8
1426,1427,31,Bertahan,Travel_Rarely,154,Sales,7,4,Life Sciences,1,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,Y,Tidak Lembur,15,3,2,80,0,13,2,4,7,7,5,2
1428,1429,58,Bertahan,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1,Male,88,3,1,Research Scientist,3,Divorced,2372,26076,1,Y,Tidak Lembur,12,3,4,80,2,2,3,3,2,2,2,2
1430,1431,31,Keluar,Travel_Frequently,703,Sales,2,3,Life Sciences,1,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,7,Y,Tidak Lembur,14,3,3,80,0,3,3,4,1,0,0,0
1431,1432,39,Bertahan,Travel_Rarely,903,Sales,2,5,Life Sciences,1,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,Y,Tidak Lembur,18,3,4,80,0,9,3,3,8,7,0,7
1432,1433,51,Bertahan,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,2,Male,81,2,3,Research Director,2,Married,12490,15736,5,Y,Tidak Lembur,16,3,4,80,2,16,5,1,10,9,4,7
1433,1434,41,Bertahan,Travel_Frequently,1018,Sales,1,3,Marketing,1,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,Y,Tidak Lembur,17,3,4,80,1,10,2,3,9,3,1,7
1434,1435,29,Bertahan,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,Tidak Lembur,14,3,4,80,2,8,2,2,7,5,1,1
1435,1436,58,Keluar,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Y,Lembur,14,3,4,80,1,3,3,2,1,0,0,0
1437,1438,49,Bertahan,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,Y,Tidak Lembur,23,4,4,80,1,10,3,3,10,7,1,7
1438,1439,51,Bertahan,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,3,Male,96,3,1,Research Scientist,4,Married,2723,23231,1,Y,Tidak Lembur,11,3,2,80,0,1,0,2,1,0,0,0
1439,1440,24,Bertahan,Travel_Rarely,823,Research & Development,17,2,Other,1,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,Y,Tidak Lembur,21,4,4,80,1,1,2,3,1,0,0,0
1440,1441,39,Keluar,Travel_Rarely,360,Research & Development,23,3,Medical,1,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,Tidak Lembur,13,3,1,80,0,6,2,3,5,2,0,3
1441,1442,52,Bertahan,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,3,Female,89,2,1,Laboratory Technician,4,Single,3212,3300,7,Y,Tidak Lembur,15,3,2,80,0,6,3,2,2,2,2,2
1442,1443,35,Bertahan,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,Tidak Lembur,13,3,2,80,0,17,3,3,17,11,11,8
1444,1445,45,Keluar,Travel_Rarely,1449,Sales,2,3,Marketing,1,1,Female,94,1,5,Manager,2,Single,18824,2493,2,Y,Lembur,16,3,1,80,0,26,2,3,24,10,1,11
1445,1446,30,Bertahan,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Lembur,12,3,3,80,3,9,4,2,8,7,1,7
1446,1447,26,Keluar,Non-Travel,265,Sales,29,2,Medical,1,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,Y,Tidak Lembur,18,3,4,80,0,7,6,3,2,2,2,2
1449,1450,34,Bertahan,Travel_Rarely,629,Research & Development,27,2,Medical,1,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,Tidak Lembur,15,3,4,80,0,9,3,3,3,2,1,2
1450,1451,51,Bertahan,Travel_Frequently,968,Research & Development,6,2,Medical,1,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,0,Y,Tidak Lembur,14,3,2,80,0,8,6,2,7,0,7,7
1451,1452,38,Bertahan,Travel_Rarely,322,Sales,7,2,Medical,1,1,Female,44,4,2,Sales Executive,1,Divorced,5605,19191,1,Y,Lembur,24,4,3,80,1,8,3,3,8,0,7,7
1452,1453,44,Bertahan,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,2,Male,61,3,1,Research Scientist,1,Married,2559,7508,1,Y,Lembur,13,3,4,80,0,8,0,3,8,7,7,1
1453,1454,42,Bertahan,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,Y,Tidak Lembur,11,3,2,80,1,19,3,3,5,4,0,2
1454,1455,38,Bertahan,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,Tidak Lembur,13,3,3,80,0,10,4,2,9,7,1,8
1455,1456,40,Keluar,Travel_Rarely,299,Sales,25,4,Marketing,1,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Lembur,12,3,3,80,0,9,2,3,5,4,1,0
1456,1457,34,Bertahan,Travel_Rarely,1153,Research & Development,1,2,Medical,1,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,Tidak Lembur,15,3,3,80,0,5,2,3,5,2,1,3
1457,1458,29,Keluar,Travel_Rarely,896,Research & Development,18,1,Medical,1,3,Male,86,2,1,Research Scientist,4,Single,2389,14961,1,Y,Lembur,13,3,3,80,0,4,3,2,4,3,0,1
